country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
Afghanistan,2009,AFG,27385310,44358721536,0.013,0,6.392,2.137,50.239,7.051,1.991,39.341,0.257,0.159,0.264,0.233,0.144,0.239,1.514,0.055,,,,2.064,95.152,432.386,15.766,5.956,16.882,856.826,54.483,,975.048,0.602,0,0,0.271,0.01,0.826,0.831,0.66,0.024,13.39,0.489,4.16,0.152,4.594,0.168,,,26.702,0.001,0.02,0.019,0.012,0.008,0.007,0.022,0.003,0.043,0.01,0.125,0.012,,0,0.005,0.013,0.042,,0.078,0,0,0.001,0,22.75,22.63,,
Afghanistan,2010,AFG,28189672,47399424000,0.015,0.001,8.365,1.973,30.866,8.878,1.826,25.901,0.315,0.187,0.266,0.297,0.176,0.251,2.246,0.08,,,,2.079,103.516,441.264,18.012,5.956,17.153,857.339,60.316,,1182.892,0.703,0,0,0.271,0.01,0.962,0.966,0.513,0.018,15.2,0.539,4.58,0.162,5.833,0.207,,,33.345,0.001,0.025,0.023,0.016,0.007,0.008,0.022,0.003,0.042,0.01,0.124,0.013,,0,0.004,0.011,0.051,,0.078,0,0,0.001,0,27.24,27.12,,
Afghanistan,2011,AFG,29249156,53326336000,0.015,0,11.838,3.474,41.525,12.278,3.4,38.301,0.42,0.23,0.292,0.405,0.222,0.282,4.181,0.143,,,,2.093,115.355,453.542,22.193,5.956,17.461,857.779,67.651,,1436.114,0.788,0,0,0.308,0.011,1.005,0.997,0.44,0.015,15.5,0.53,4.68,0.16,7.335,0.251,,,42.005,0.001,0.034,0.031,0.028,0.007,0.008,0.022,0.003,0.041,0.01,0.123,0.014,,0,0.005,0.009,0.064,,0.079,0,0,0.001,0,29.17,29.41,,
Afghanistan,2012,AFG,30466484,59166900224,0.029,0.001,10.035,-1.803,-15.23,10.475,-1.803,-14.685,0.344,0.177,0.26,0.329,0.17,0.249,3.125,0.103,,,,2.122,125.39,464.017,25.318,5.956,17.769,858.219,74.225,,1324.121,0.682,0,0,0.308,0.01,0.945,0.937,0.44,0.014,15.63,0.513,4.72,0.155,6.573,0.216,,,40.341,0.002,0.029,0.026,0.021,0.007,0.009,0.022,0.004,0.04,0.009,0.122,0.015,,0,0.005,0.009,0.057,,0.08,0.001,0,0.001,0,28.55,28.8,,
Afghanistan,2013,AFG,31541216,62993698816,0.036,0.001,9.251,-0.785,-7.82,9.47,-1.005,-9.591,0.3,0.15,0.283,0.293,0.147,0.276,3.327,0.105,,,,2.158,134.64,473.487,28.645,5.956,18.065,858.439,79.816,,1060.793,0.531,0,0,0.297,0.009,0.857,0.849,0.22,0.007,15.82,0.502,4.77,0.151,5.591,0.177,,,33.459,0.002,0.026,0.024,0.022,0.007,0.009,0.022,0.004,0.039,0.009,0.121,0.016,,0,0.005,0.005,0.048,,0.08,0.001,0,0.001,0,26.77,27.02,,
Afghanistan,2014,AFG,32716214,64346107904,0.029,0.001,9.17,-0.08,-0.867,9.28,-0.19,-2.008,0.284,0.144,0.327,0.28,0.143,0.323,3.706,0.113,,,,2.186,143.811,482.767,32.351,5.956,18.337,858.548,84.981,,868.576,0.442,0,0,0.271,0.008,0.818,0.811,0.11,0.003,16.3,0.498,5.09,0.156,5.165,0.158,,,28.417,0.002,0.026,0.023,0.025,0.006,0.01,0.022,0.005,0.038,0.009,0.121,0.016,,0,0.004,0.002,0.044,,0.081,0.001,0,0.001,0,26.52,26.76,,
Afghanistan,2015,AFG,33753500,62783393792,0.041,0.001,9.791,0.621,6.77,10.194,0.914,9.848,0.302,0.162,0.311,0.29,0.156,0.299,2.843,0.084,,,,2.228,153.602,492.962,35.194,5.956,18.619,858.952,91.605,,970.08,0.522,0,0,0.282,0.008,0.803,0.795,0.403,0.012,15.96,0.473,4.62,0.137,6.625,0.196,,,32.744,0.003,0.028,0.025,0.019,0.006,0.01,0.022,0.005,0.037,0.009,0.12,0.017,,0,0.004,0.007,0.056,,0.081,0.001,0,0.001,0,26.84,27.09,,
Afghanistan,2016,AFG,34636212,64297426944,0.076,0.002,9.068,-0.723,-7.389,9.507,-0.687,-6.738,0.274,0.148,0.318,0.262,0.141,0.303,2.879,0.083,,,,2.304,162.669,502.469,38.073,5.956,18.937,859.391,97.399,,862.791,0.465,0,0,0.319,0.009,0.776,0.781,0.44,0.013,15.83,0.457,5.05,0.146,5.794,0.167,,,29.884,0.005,0.026,0.024,0.02,0.006,0.01,0.022,0.005,0.036,0.009,0.119,0.018,,0,0.005,0.01,0.048,,0.082,0.001,0,0.001,0,27.05,26.89,,
Afghanistan,2017,AFG,35643420,68752801792,0.045,0.001,9.868,0.8,8.827,10.234,0.727,7.648,0.287,0.149,0.346,0.277,0.144,0.334,3.448,0.097,,,,2.349,172.537,512.703,41.521,5.956,19.238,859.758,103.474,,829.312,0.43,0,0,0.3,0.008,0.744,0.749,0.366,0.01,15.61,0.438,5.27,0.148,6.075,0.17,,,29.56,0.003,0.027,0.025,0.024,0.006,0.011,0.022,0.006,0.035,0.009,0.118,0.019,,0,0.004,0.008,0.05,,0.082,0.001,0,0.001,0,26.68,26.53,,
Afghanistan,2018,AFG,36686788,67594969088,0.057,0.002,10.818,0.95,9.628,11.148,0.913,8.925,0.304,0.165,0.329,0.295,0.16,0.319,3.847,0.105,,,,2.405,183.355,523.851,45.368,5.956,19.531,860.087,110.095,,924.251,0.502,0,0,0.293,0.008,0.755,0.759,0.33,0.009,15.91,0.434,4.69,0.128,6.621,0.18,,,33.908,0.004,0.029,0.027,0.026,0.006,0.011,0.022,0.006,0.035,0.008,0.118,0.019,,0,0.004,0.008,0.054,,0.082,0.001,0.001,0.001,0,27.84,27.69,,
Afghanistan,2019,AFG,37769496,,0.038,0.001,11.082,0.264,2.436,11.411,0.264,2.364,0.302,,0.376,0.293,,0.366,3.955,0.105,,,,2.444,194.437,535.262,49.323,5.956,19.777,860.417,116.938,,802.613,,0,0,0.246,0.007,0.758,0.762,0.33,0.009,16.37,0.433,5.01,0.133,6.843,0.181,,,30.314,0.002,0.03,0.027,0.027,0.006,0.012,0.022,0.006,0.034,0.008,0.117,0.02,,0,0.003,0.007,0.055,,0.082,0.001,0.001,0.001,0,28.79,28.64,,
Afghanistan,2020,AFG,38972236,,0.061,0.002,11.682,0.6,5.416,12.012,0.6,5.259,0.308,,0.438,0.3,,0.426,4.15,0.106,,,,2.504,206.119,547.274,53.473,5.956,20.028,860.747,124.158,,702.888,,0,0,0.251,0.006,,,0.33,0.008,,,,,7.22,0.185,,,27.393,0.004,0.033,0.031,0.029,0.006,0.012,0.022,0.007,0.033,0.008,0.117,0.021,,0,0.003,0.008,0.065,,0.082,0.001,0.001,0.001,0,,,,
Afghanistan,2021,AFG,40099460,,0.012,0,11.874,0.192,1.647,12.241,0.229,1.907,0.305,,0.451,0.296,,0.438,4.204,0.105,,,,2.517,217.993,559.514,57.676,5.956,20.267,861.113,131.577,,676.696,,0,0,0.239,0.006,,,0.366,0.009,,,,,7.42,0.185,,,27.135,0.001,0.032,0.03,0.028,0.006,0.013,0.023,0.007,0.032,0.008,0.116,0.022,,0,0.003,0.009,0.063,,0.083,0.001,0.001,0.001,0,,,,
Africa,1750,,76278087,,0,0,0,,,,,,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1751,,,,0,,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1752,,,,0,,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1753,,,,0,,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1754,,,,0,,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1755,,,,0,,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1756,,,,0,,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1757,,,,0,,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1758,,,,0,,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1759,,,,0,,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1760,,76943010,,0,0,0,0,,,,,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1761,,,,0,,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1762,,,,0,,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1763,,,,0,,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1764,,,,0,,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1765,,,,0,,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1766,,,,0,,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1767,,,,0,,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1768,,,,0,,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1769,,,,0,,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1770,,77667559,,0,0,0,0,,,,,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1771,,,,0,,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1772,,,,0,,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1773,,,,0,,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1774,,,,0,,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1775,,,,0,,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1776,,,,0,,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1777,,,,0,,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1778,,,,0,,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1779,,,,0,,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1780,,78459476,,0,0,0,0,,,,,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1781,,,,0,,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1782,,,,0,,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1783,,,,0,,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1784,,,,0,,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1785,,,,0,,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1786,,,,0,,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1787,,,,0,,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1788,,,,0,,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1789,,,,0,,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1790,,79313390,,0,0,0,0,,,,,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1791,,,,0,,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1792,,,,0,,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1793,,,,0,,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1794,,,,0,,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1795,,,,0,,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1796,,,,0,,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1797,,,,0,,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1798,,,,0,,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1799,,,,0,,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1800,,81273172,,0,0,0,0,,,,,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1801,,81313551,,0,0,0,0,,,,,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1802,,81418900,,0,0,0,0,,,,,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1803,,81525621,,0,0,0,0,,,,,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1804,,81633731,,0,0,0,0,,,,,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1805,,81743247,,0,0,0,0,,,,,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1806,,81854174,,0,0,0,0,,,,,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1807,,81966528,,0,0,0,0,,,,,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1808,,82080332,,0,0,0,0,,,,,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1809,,82195596,,0,0,0,0,,,,,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1810,,82385589,,0,0,0,0,,,,,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1811,,82440934,,0,0,0,0,,,,,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1812,,82579573,,0,0,0,0,,,,,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1813,,82729616,,0,0,0,0,,,,,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1814,,82891459,,0,0,0,0,,,,,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1815,,83065241,,0,0,0,0,,,,,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1816,,83251124,,0,0,0,0,,,,,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1817,,83449261,,0,0,0,0,,,,,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1818,,83659804,,0,0,0,0,,,,,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1819,,83954434,,0,0,0,0,,,,,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1820,,84418699,,0,0,0,0,,,,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1821,,84811641,,0,0,0,0,,,,,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1822,,85376766,,0,0,0,0,,,,,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1823,,86056105,,0,0,0,0,,,,,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1824,,86755919,,0,0,0,0,,,,,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1825,,87476538,,0,0,0,0,,,,,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1826,,88218276,,0,0,0,0,,,,,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1827,,88981474,,0,0,0,0,,,,,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1828,,89766472,,0,0,0,0,,,,,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1829,,90573904,,0,0,0,0,,,,,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1830,,91494029,,0,0,0,0,,,,,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1831,,92257560,,0,0,0,0,,,,,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1832,,93125349,,0,0,0,0,,,,,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1833,,94007792,,0,0,0,0,,,,,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1834,,94904834,,0,0,0,0,,,,,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1835,,95816766,,0,0,0,0,,,,,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1836,,96743850,,0,0,0,0,,,,,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1837,,97686357,,0,0,0,0,,,,,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1838,,98644581,,0,0,0,0,,,,,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1839,,99638115,,0,0,0,0,,,,,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1840,,100772650,,0,0,0,0,,,,,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1841,,101734515,,0,0,0,0,,,,,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1842,,102839146,,0,0,0,0,,,,,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1843,,103982621,,0,0,0,0,,,,,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1844,,105146559,,0,0,0,0,,,,,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1845,,106331394,,0,0,0,0,,,,,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1846,,107537534,,0,0,0,0,,,,,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1847,,108765412,,0,0,0,0,,,,,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1848,,110015469,,0,0,0,0,,,,,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1849,,111156406,,0,0,0,0,,,,,,,,0,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,
Africa,1850,,112295370,,0,0,0,0,,185.655,,,1.653,,,0,,,,,,,,0,0,185.655,,,,406.301,,,,,,,,,,,406.301,3.618,,,,,,,,,,,0,7.082,,,0,7.082,,,,16.757,,,,,16.757,,,,,,,,,,,
